shusha,7
kurdmir,9
klbcr,4
ismailli,1
imisli,3
goycay,1
goranboy,10
gnc,7
dvci,8
bilsuvar,8
salyan,1
agstafa,2
xocali,3
tovuz,3
zaqatala,2
zrdab,10
syunik,10
xacmaz,2
qbl,4
ucar,7
sdrk,1
trtr,7
sumqayit,6
susa,6
balakn,7
samaxi,5
smkir,2
fizuli,8
gdby,10
qax,9
beylqan,9
babk,3
neftcala,8
brd,9
dasksn,4
lerik,2
xocavnd,5
clilabad,4
mingcevir,1
qubadli,1
yevlax,2
srur,1
astara,10
xizi,9
agdas,4
li bayramli,10
agsu,3
baki,10
yardimli,6
agdam,1
qobustan,1
zngilan,7
quba,8
saatli,2
qusar,2
sabirabad,10
